DATA_BASE;TIPO_DESENROLA;UNIDADE_FEDERACAO;COD_CONGLOMERADO_FINANCEIRO;NOME_CONGLOMERADO_FINANCEIRO;NUMERO_OPERACOES;VOLUME_OPERACOES
202401;2;AC;10045;BRADESCO;2;44323,36
202401;2;AC;49944;BTG PACTUAL;1;4955,63
202401;2;AC;51626;CAIXA ECONÔMICA FEDERAL;14;10889,15
202401;2;AC;51884;INTER;2;8295,04
202401;2;AC;10069;ITAU;1;154,29
202401;2;AC;51011;VOTORANTIM;13;95385,79
202401;2;AL;49906;BB;11;50867,54
202401;2;AL;17351180;BCO TRIANGULO S.A.;34;41311,32
202401;2;AL;10045;BRADESCO;4;11505,61
202401;2;AL;49944;BTG PACTUAL;3;6900,84
202401;2;AL;52072;C6 BANK;2;415,17
202401;2;AL;51626;CAIXA ECONÔMICA FEDERAL;44;47013,23
202401;2;AL;51884;INTER;5;27398,32
202401;2;AL;30379;SANTANDER;6;21808,70
202401;2;AL;51011;VOTORANTIM;28;126096,17
202401;2;AM;49906;BB;6;15641,98
202401;2;AM;4913711;BCO DO EST. DO PA S.A.;1;7417,03
202401;2;AM;17351180;BCO TRIANGULO S.A.;80;80700,51
202401;2;AM;10045;BRADESCO;32;583842,04
202401;2;AM;49944;BTG PACTUAL;4;15239,81
202401;2;AM;52072;C6 BANK;2;410,68
202401;2;AM;51626;CAIXA ECONÔMICA FEDERAL;38;46912,13
202401;2;AM;51884;INTER;5;24573,89
202401;2;AM;30379;SANTANDER;8;28714,06
202401;2;AM;51011;VOTORANTIM;23;135255,45
202401;2;AP;49906;BB;4;10211,89
202401;2;AP;17351180;BCO TRIANGULO S.A.;7;5558,12
202401;2;AP;10045;BRADESCO;1;20263,53
202401;2;AP;49944;BTG PACTUAL;1;11182,80
202401;2;AP;51626;CAIXA ECONÔMICA FEDERAL;7;10680,89
202401;2;AP;51884;INTER;1;968,77
202401;2;AP;30379;SANTANDER;1;2367,30
202401;2;AP;51011;VOTORANTIM;5;7405,76
202401;2;BA;49906;BB;47;497754,84
202401;2;BA;17351180;BCO TRIANGULO S.A.;134;146843,58
202401;2;BA;10045;BRADESCO;50;809928,75
202401;2;BA;49944;BTG PACTUAL;14;57550,39
202401;2;BA;52072;C6 BANK;6;1493,69
202401;2;BA;51626;CAIXA ECONÔMICA FEDERAL;181;181263,00
202401;2;BA;51884;INTER;10;50023,15
202401;2;BA;30379;SANTANDER;37;273143,98
202401;2;BA;51011;VOTORANTIM;81;313553,01
202401;2;CE;49906;BB;25;374692,55
202401;2;CE;17351180;BCO TRIANGULO S.A.;61;62504,73
202401;2;CE;10045;BRADESCO;25;273098,00
202401;2;CE;49944;BTG PACTUAL;1;4005,89
202401;2;CE;52072;C6 BANK;10;2775,17
202401;2;CE;51626;CAIXA ECONÔMICA FEDERAL;115;148715,72
202401;2;CE;51884;INTER;9;30948,04
202401;2;CE;30379;SANTANDER;36;262483,62
202401;2;CE;51011;VOTORANTIM;92;428329,75
202401;2;DF;49906;BB;14;157339,40
202401;2;DF;17351180;BCO TRIANGULO S.A.;26;51817,68
202401;2;DF;10045;BRADESCO;11;509690,92
202401;2;DF;49944;BTG PACTUAL;9;42431,18
202401;2;DF;52072;C6 BANK;4;1332,35
202401;2;DF;51626;CAIXA ECONÔMICA FEDERAL;68;130263,35
202401;2;DF;51884;INTER;8;49931,44
202401;2;DF;30379;SANTANDER;16;99851,87
202401;2;DF;51011;VOTORANTIM;57;308437,22
202401;2;ES;49906;BB;8;38586,14
202401;2;ES;17351180;BCO TRIANGULO S.A.;35;46020,86
202401;2;ES;10045;BRADESCO;6;40250,21
202401;2;ES;49944;BTG PACTUAL;5;11884,74
202401;2;ES;52072;C6 BANK;4;854,96
202401;2;ES;51626;CAIXA ECONÔMICA FEDERAL;49;42145,51
202401;2;ES;51884;INTER;2;12304,07
202401;2;ES;30379;SANTANDER;20;221132,74
202401;2;ES;51011;VOTORANTIM;26;143664,06
202401;2;GO;49906;BB;22;153915,53
202401;2;GO;17351180;BCO TRIANGULO S.A.;41;37241,63
202401;2;GO;10045;BRADESCO;16;340759,74
202401;2;GO;49944;BTG PACTUAL;5;16774,16
202401;2;GO;52072;C6 BANK;4;757,11
202401;2;GO;51626;CAIXA ECONÔMICA FEDERAL;161;167923,02
202401;2;GO;51884;INTER;8;59657,16
202401;2;GO;30379;SANTANDER;19;122712,30
202401;2;GO;51011;VOTORANTIM;76;506189,97
202401;2;MA;49906;BB;49;476402,90
202401;2;MA;17351180;BCO TRIANGULO S.A.;55;84276,82
202401;2;MA;10045;BRADESCO;10;133107,28
202401;2;MA;49944;BTG PACTUAL;2;2196,96
202401;2;MA;52072;C6 BANK;4;1054,91
202401;2;MA;51626;CAIXA ECONÔMICA FEDERAL;57;64726,07
202401;2;MA;51884;INTER;4;12443,69
202401;2;MA;30379;SANTANDER;7;21597,95
202401;2;MA;51011;VOTORANTIM;35;157206,99
202401;2;MG;49906;BB;53;613097,26
202401;2;MG;17351180;BCO TRIANGULO S.A.;203;219175,09
202401;2;MG;10045;BRADESCO;59;966878,78
202401;2;MG;49944;BTG PACTUAL;21;48369,47
202401;2;MG;52072;C6 BANK;9;2008,39
202401;2;MG;51626;CAIXA ECONÔMICA FEDERAL;275;251527,42
202401;2;MG;51884;INTER;40;224645,29
202401;2;MG;10069;ITAU;1;16,65
202401;2;MG;30379;SANTANDER;60;765250,50
202401;2;MG;51011;VOTORANTIM;298;1275338,50
202401;2;MS;49906;BB;22;194187,50
202401;2;MS;17351180;BCO TRIANGULO S.A.;46;48539,08
202401;2;MS;10045;BRADESCO;13;207091,16
202401;2;MS;49944;BTG PACTUAL;3;9341,64
202401;2;MS;52072;C6 BANK;5;4308,30
202401;2;MS;51626;CAIXA ECONÔMICA FEDERAL;37;37372,13
202401;2;MS;51884;INTER;5;27089,87
202401;2;MS;10069;ITAU;1;147,30
202401;2;MS;30379;SANTANDER;17;67443,96
202401;2;MS;51011;VOTORANTIM;70;473567,99
202401;2;MT;49906;BB;29;244380,99
202401;2;MT;17351180;BCO TRIANGULO S.A.;34;30321,07
202401;2;MT;10045;BRADESCO;10;181806,20
202401;2;MT;49944;BTG PACTUAL;3;15793,17
202401;2;MT;52072;C6 BANK;2;504,12
202401;2;MT;51626;CAIXA ECONÔMICA FEDERAL;51;36107,51
202401;2;MT;51884;INTER;7;58237,79
202401;2;MT;30379;SANTANDER;8;61516,94
202401;2;MT;51011;VOTORANTIM;61;287045,94
202401;2;PA;49906;BB;33;338319,62
202401;2;PA;4913711;BCO DO EST. DO PA S.A.;12;132825,29
202401;2;PA;17351180;BCO TRIANGULO S.A.;198;160263,44
202401;2;PA;10045;BRADESCO;20;220716,03
202401;2;PA;49944;BTG PACTUAL;3;17533,19
202401;2;PA;52072;C6 BANK;2;772,95
202401;2;PA;51626;CAIXA ECONÔMICA FEDERAL;72;71471,10
202401;2;PA;51884;INTER;7;27654,39
202401;2;PA;30379;SANTANDER;18;102608,86
202401;2;PA;51011;VOTORANTIM;46;286352,17
202401;2;PB;49906;BB;11;93603,19
202401;2;PB;17351180;BCO TRIANGULO S.A.;52;53464,70
202401;2;PB;10045;BRADESCO;15;254576,48
202401;2;PB;49944;BTG PACTUAL;7;21486,08
202401;2;PB;52072;C6 BANK;2;423,24
202401;2;PB;51626;CAIXA ECONÔMICA FEDERAL;58;73105,67
202401;2;PB;51884;INTER;3;23605,16
202401;2;PB;30379;SANTANDER;9;23597,88
202401;2;PB;51011;VOTORANTIM;42;170777,20
202401;2;PE;49906;BB;19;193593,81
202401;2;PE;17351180;BCO TRIANGULO S.A.;98;78859,50
202401;2;PE;10045;BRADESCO;33;512991,20
202401;2;PE;49944;BTG PACTUAL;11;35220,00
202401;2;PE;52072;C6 BANK;5;1109,88
202401;2;PE;51626;CAIXA ECONÔMICA FEDERAL;85;61461,90
202401;2;PE;51884;INTER;13;93235,61
202401;2;PE;10069;ITAU;2;274,20
202401;2;PE;30379;SANTANDER;23;114612,34
202401;2;PE;51011;VOTORANTIM;54;360953,94
202401;2;PI;49906;BB;18;87630,00
202401;2;PI;17351180;BCO TRIANGULO S.A.;13;12361,30
202401;2;PI;10045;BRADESCO;4;69884,59
202401;2;PI;49944;BTG PACTUAL;5;11759,09
202401;2;PI;51626;CAIXA ECONÔMICA FEDERAL;60;36521,18
202401;2;PI;51884;INTER;3;33751,88
202401;2;PI;10069;ITAU;1;157,55
202401;2;PI;30379;SANTANDER;1;8898,82
202401;2;PI;51011;VOTORANTIM;32;155348,62
202401;2;PR;49906;BB;38;473651,53
202401;2;PR;17351180;BCO TRIANGULO S.A.;132;202222,44
202401;2;PR;10045;BRADESCO;46;551780,09
202401;2;PR;49944;BTG PACTUAL;6;28253,25
202401;2;PR;52072;C6 BANK;7;1544,60
202401;2;PR;51626;CAIXA ECONÔMICA FEDERAL;237;325426,97
202401;2;PR;51884;INTER;11;84607,57
202401;2;PR;10069;ITAU;1;195,84
202401;2;PR;30379;SANTANDER;48;463034,15
202401;2;PR;51011;VOTORANTIM;223;1177174,43
202401;2;RJ;49906;BB;39;225790,83
202401;2;RJ;17351180;BCO TRIANGULO S.A.;180;280815,70
202401;2;RJ;10045;BRADESCO;80;1579528,47
202401;2;RJ;49944;BTG PACTUAL;34;117529,79
202401;2;RJ;52072;C6 BANK;12;2837,19
202401;2;RJ;51626;CAIXA ECONÔMICA FEDERAL;194;179698,72
202401;2;RJ;51884;INTER;32;219715,21
202401;2;RJ;10069;ITAU;2;124,06
202401;2;RJ;30379;SANTANDER;105;935551,54
202401;2;RJ;51011;VOTORANTIM;219;1028993,00
202401;2;RN;49906;BB;9;63618,10
202401;2;RN;17351180;BCO TRIANGULO S.A.;97;77099,99
202401;2;RN;10045;BRADESCO;10;251580,51
202401;2;RN;49944;BTG PACTUAL;4;7655,45
202401;2;RN;52072;C6 BANK;1;229,05
202401;2;RN;51626;CAIXA ECONÔMICA FEDERAL;47;55950,06
202401;2;RN;51884;INTER;4;16321,21
202401;2;RN;30379;SANTANDER;5;12656,20
202401;2;RN;51011;VOTORANTIM;49;272344,24
202401;2;RO;49906;BB;7;139518,83
202401;2;RO;17351180;BCO TRIANGULO S.A.;23;18490,69
202401;2;RO;10045;BRADESCO;3;40962,59
202401;2;RO;49944;BTG PACTUAL;3;2120,79
202401;2;RO;51626;CAIXA ECONÔMICA FEDERAL;37;19032,29
202401;2;RO;51884;INTER;3;16033,55
202401;2;RO;30379;SANTANDER;5;12723,49
202401;2;RO;51011;VOTORANTIM;23;116371,76
202401;2;RR;49906;BB;4;12646,57
202401;2;RR;17351180;BCO TRIANGULO S.A.;3;2294,69
202401;2;RR;49944;BTG PACTUAL;2;3876,10
202401;2;RR;52072;C6 BANK;1;243,95
202401;2;RR;51626;CAIXA ECONÔMICA FEDERAL;9;3972,02
202401;2;RR;30379;SANTANDER;3;21209,79
202401;2;RR;51011;VOTORANTIM;5;25477,42
202401;2;RS;49906;BB;21;115383,03
202401;2;RS;17351180;BCO TRIANGULO S.A.;110;125495,88
202401;2;RS;10045;BRADESCO;19;290068,21
202401;2;RS;49944;BTG PACTUAL;6;9897,70
202401;2;RS;52072;C6 BANK;2;410,09
202401;2;RS;51626;CAIXA ECONÔMICA FEDERAL;242;299016,59
202401;2;RS;51884;INTER;8;37934,39
202401;2;RS;30379;SANTANDER;40;124932,85
202401;2;RS;51011;VOTORANTIM;164;829326,92
202401;2;SC;49906;BB;31;382918,21
202401;2;SC;17351180;BCO TRIANGULO S.A.;105;84207,03
202401;2;SC;10045;BRADESCO;30;336203,18
202401;2;SC;49944;BTG PACTUAL;5;12304,28
202401;2;SC;52072;C6 BANK;2;388,91
202401;2;SC;51626;CAIXA ECONÔMICA FEDERAL;141;191838,55
202401;2;SC;51884;INTER;9;59372,25
202401;2;SC;30379;SANTANDER;27;250963,70
202401;2;SC;51011;VOTORANTIM;161;803361,74
202401;2;SE;49906;BB;2;44632,69
202401;2;SE;13009717;BCO DO EST. DE SE S.A.;3;19543,24
202401;2;SE;17351180;BCO TRIANGULO S.A.;6;4381,84
202401;2;SE;10045;BRADESCO;3;45748,17
202401;2;SE;49944;BTG PACTUAL;1;3314,68
202401;2;SE;52072;C6 BANK;2;404,10
202401;2;SE;51626;CAIXA ECONÔMICA FEDERAL;34;35439,83
202401;2;SE;51884;INTER;4;20112,93
202401;2;SE;30379;SANTANDER;12;52626,71
202401;2;SE;51011;VOTORANTIM;19;113930,40
202401;2;SP;49906;BB;132;962402,28
202401;2;SP;17351180;BCO TRIANGULO S.A.;377;421666,55
202401;2;SP;10045;BRADESCO;286;6516985,91
202401;2;SP;49944;BTG PACTUAL;70;219593,62
202401;2;SP;52072;C6 BANK;41;9456,15
202401;2;SP;51626;CAIXA ECONÔMICA FEDERAL;636;652756,93
202401;2;SP;51884;INTER;70;464266,34
202401;2;SP;10069;ITAU;1;152,63
202401;2;SP;30379;SANTANDER;285;2299410,33
202401;2;SP;51011;VOTORANTIM;1036;4772924,62
202401;2;TO;49906;BB;8;119747,87
202401;2;TO;17351180;BCO TRIANGULO S.A.;2;2655,02
202401;2;TO;10045;BRADESCO;4;45312,36
202401;2;TO;51626;CAIXA ECONÔMICA FEDERAL;24;22830,92
202401;2;TO;51884;INTER;1;1193,50
202401;2;TO;51011;VOTORANTIM;17;216985,85
202402;1;AC;51750;BANCO SICOOB;2;3121,55
202402;1;AC;49906;BB;64;94232,62
202402;1;AC;30290;BMG;4;8858,78
202402;1;AC;10045;BRADESCO;19;26463,76
202402;1;AC;31976;BRB;1;754,91
202402;1;AC;49944;BTG PACTUAL;180;247637,34
202402;1;AC;52072;C6 BANK;6;8989,01
202402;1;AC;51884;INTER;47;46683,97
202402;1;AC;10069;ITAU;23;29087,53
202402;1;AC;52058;NUBANK;270;300269,99
202402;1;AC;30379;SANTANDER;19;23292,38
202402;1;AC;3632872;SICOOB CREDISUL;2;1900,07
202402;1;AC;51011;VOTORANTIM;1;1247,80
202402;1;AL;49906;BB;121;154393,14
202402;1;AL;30290;BMG;9;3858,12
202402;1;AL;10045;BRADESCO;75;80629,79
202402;1;AL;31976;BRB;21;30087,22
202402;1;AL;49944;BTG PACTUAL;734;872496,88
202402;1;AL;52072;C6 BANK;19;26206,26
202402;1;AL;51626;CAIXA ECONÔMICA FEDERAL;3;662,16
202402;1;AL;51884;INTER;268;264075,59
202402;1;AL;10069;ITAU;125;136632,53
202402;1;AL;52058;NUBANK;723;668866,79
202402;1;AL;30379;SANTANDER;47;45192,96
202402;1;AL;51011;VOTORANTIM;3;996,32
202402;1;AM;51750;BANCO SICOOB;1;2276,61
202402;1;AM;49906;BB;144;226070,34
202402;1;AM;30290;BMG;19;19689,53
202402;1;AM;10045;BRADESCO;320;410570,68
202402;1;AM;31976;BRB;23;25358,42
202402;1;AM;49944;BTG PACTUAL;1424;2067496,37
202402;1;AM;52072;C6 BANK;39;41778,67
202402;1;AM;51626;CAIXA ECONÔMICA FEDERAL;1;157,69
202402;1;AM;2015588;CCLA DO CENTRO SUL RONDONIENSE;1;1954,74
202402;1;AM;2282709;COOP CENTRO NORTE BRASILEIRO;2;446,46
202402;1;AM;51884;INTER;570;737804,08
202402;1;AM;10069;ITAU;415;558319,40
202402;1;AM;52058;NUBANK;1687;2051171,18
202402;1;AM;30379;SANTANDER;139;187970,75
202402;1;AM;5203605;SICOOB AMAZÔNIA;3;4732,33
202402;1;AM;51011;VOTORANTIM;6;6557,02
202402;1;AP;49906;BB;64;72207,49
202402;1;AP;30290;BMG;2;5083,70
202402;1;AP;10045;BRADESCO;10;11957,19
202402;1;AP;31976;BRB;4;5946,40
202402;1;AP;49944;BTG PACTUAL;151;185689,87
202402;1;AP;52072;C6 BANK;5;7411,93
202402;1;AP;51626;CAIXA ECONÔMICA FEDERAL;1;289,43
202402;1;AP;51884;INTER;69;80379,30
202402;1;AP;10069;ITAU;41;48751,80
202402;1;AP;52058;NUBANK;196;193261,77
202402;1;AP;30379;SANTANDER;14;14628,13
202402;1;BA;51750;BANCO SICOOB;6;4742,53
202402;1;BA;30173;BANRISUL;3;4183,18
202402;1;BA;49906;BB;548;620261,53
202402;1;BA;30290;BMG;51;61511,77
202402;1;BA;10045;BRADESCO;507;528689,92
202402;1;BA;31976;BRB;67;79759,19
202402;1;BA;49944;BTG PACTUAL;3147;3972948,80
202402;1;BA;52072;C6 BANK;78;98861,31
202402;1;BA;51626;CAIXA ECONÔMICA FEDERAL;21;9898,93
202402;1;BA;32615247;CC SICOOB COOPEC LTDA.;1;1120,20
202402;1;BA;4174720;CC SICOOB COOPEMAR;2;899,91
202402;1;BA;4321309;CC SICOOB CRED EXECUTIVO;1;592,50
202402;1;BA;51884;INTER;1067;1100111,37
202402;1;BA;10069;ITAU;784;818092,96
202402;1;BA;52058;NUBANK;3245;3144071,91
202402;1;BA;30379;SANTANDER;258;283708,20
202402;1;BA;73398646;SOC CC SICOOB COOPERE;9;7835,54
202402;1;BA;51011;VOTORANTIM;14;18483,24
202402;1;CE;51750;BANCO SICOOB;1;689,20
202402;1;CE;30173;BANRISUL;2;1076,13
202402;1;CE;49906;BB;430;497598,94
202402;1;CE;30290;BMG;18;15181,78
202402;1;CE;10045;BRADESCO;341;364306,55
202402;1;CE;31976;BRB;29;32804,71
202402;1;CE;49944;BTG PACTUAL;2656;3260410,55
202402;1;CE;52072;C6 BANK;72;79640,78
202402;1;CE;51626;CAIXA ECONÔMICA FEDERAL;11;2995,13
202402;1;CE;51884;INTER;1050;1049791,97
202402;1;CE;10069;ITAU;467;480146,61
202402;1;CE;52058;NUBANK;2807;2690300,61
202402;1;CE;30379;SANTANDER;187;228798,22
202402;1;CE;51011;VOTORANTIM;11;18749,94
202402;1;DF;51750;BANCO SICOOB;11;17291,45
202402;1;DF;30173;BANRISUL;1;347,46
202402;1;DF;49906;BB;225;311984,98
202402;1;DF;30290;BMG;20;19974,80
202402;1;DF;10045;BRADESCO;54;60040,41
202402;1;DF;31976;BRB;605;731805,45
202402;1;DF;49944;BTG PACTUAL;988;1365430,63
202402;1;DF;52072;C6 BANK;39;36625,87
202402;1;DF;51626;CAIXA ECONÔMICA FEDERAL;6;3775,03
202402;1;DF;51884;INTER;384;440720,72
202402;1;DF;10069;ITAU;253;333834,80
202402;1;DF;52058;NUBANK;1044;1077152,42
202402;1;DF;30379;SANTANDER;89;121563,09
202402;1;DF;51011;VOTORANTIM;4;7151,80
202402;1;ES;51750;BANCO SICOOB;28;34596,71
202402;1;ES;30173;BANRISUL;1;4490,03
202402;1;ES;49906;BB;99;149975,06
202402;1;ES;30290;BMG;15;13017,68
202402;1;ES;10045;BRADESCO;56;69069,42
202402;1;ES;31976;BRB;9;18332,94
202402;1;ES;49944;BTG PACTUAL;880;1206377,61
202402;1;ES;52072;C6 BANK;28;34641,18
202402;1;ES;51626;CAIXA ECONÔMICA FEDERAL;3;1031,13
202402;1;ES;51884;INTER;302;363076,10
202402;1;ES;10069;ITAU;213;269509,12
202402;1;ES;52058;NUBANK;836;1014388,05
202402;1;ES;30379;SANTANDER;54;57879,18
202402;1;ES;51011;VOTORANTIM;2;2548,64
202402;1;GO;51750;BANCO SICOOB;1;582,03
202402;1;GO;30173;BANRISUL;2;5378,79
202402;1;GO;49906;BB;201;256954,99
202402;1;GO;30290;BMG;30;33643,36
202402;1;GO;10045;BRADESCO;135;146837,81
202402;1;GO;31976;BRB;143;210499,37
202402;1;GO;49944;BTG PACTUAL;1509;2090779,90
202402;1;GO;52072;C6 BANK;50;65572,12
202402;1;GO;51626;CAIXA ECONÔMICA FEDERAL;8;5379,55
202402;1;GO;51884;INTER;543;609437,46
202402;1;GO;10069;ITAU;437;552121,86
202402;1;GO;52058;NUBANK;1455;1490577,22
202402;1;GO;30379;SANTANDER;126;147791,10
202402;1;GO;51011;VOTORANTIM;9;14076,77
202402;1;MA;51750;BANCO SICOOB;3;2345,80
202402;1;MA;49906;BB;380;423524,73
202402;1;MA;30290;BMG;16;28190,32
202402;1;MA;10045;BRADESCO;154;135205,34
202402;1;MA;31976;BRB;15;10274,03
202402;1;MA;49944;BTG PACTUAL;987;1163038,54
202402;1;MA;52072;C6 BANK;22;20776,14
202402;1;MA;51626;CAIXA ECONÔMICA FEDERAL;4;3254,71
202402;1;MA;51884;INTER;410;446167,72
202402;1;MA;10069;ITAU;205;183312,54
202402;1;MA;52058;NUBANK;1388;1320086,10
202402;1;MA;30379;SANTANDER;116;115763,15
202402;1;MA;51011;VOTORANTIM;7;10613,39
202402;1;MG;51750;BANCO SICOOB;60;87898,46
202402;1;MG;30173;BANRISUL;4;7245,75
202402;1;MG;49906;BB;664;959889,06
202402;1;MG;30290;BMG;100;135950,68
202402;1;MG;10045;BRADESCO;483;533452,85
202402;1;MG;31976;BRB;50;58839,21
202402;1;MG;49944;BTG PACTUAL;4612;6587206,69
202402;1;MG;52072;C6 BANK;157;205875,70
202402;1;MG;51626;CAIXA ECONÔMICA FEDERAL;19;13475,62
202402;1;MG;25420696;CC CREDINACIONAL LTDA - SICOOB CREDINACIONAL;2;1540,90
202402;1;MG;14046512;CCLA MARGEM ESQUERDA DO URUCUI;2;1407,37
202402;1;MG;1703620;CCLA UNIÃO CENTRO OESTE MINAS;1;4280,90
202402;1;MG;51884;INTER;2615;2924639,85
202402;1;MG;10069;ITAU;1405;1647073,36
202402;1;MG;52058;NUBANK;4550;5219630,20
202402;1;MG;30379;SANTANDER;403;521906,08
202402;1;MG;51011;VOTORANTIM;18;21582,67
202402;1;MS;51750;BANCO SICOOB;3;5261,22
202402;1;MS;49906;BB;199;247690,15
202402;1;MS;30290;BMG;19;13916,72
202402;1;MS;10045;BRADESCO;139;170734,90
202402;1;MS;31976;BRB;9;15310,84
202402;1;MS;49944;BTG PACTUAL;894;1303481,18
202402;1;MS;52072;C6 BANK;36;45853,49
202402;1;MS;51626;CAIXA ECONÔMICA FEDERAL;2;488,50
202402;1;MS;51884;INTER;259;293507,62
202402;1;MS;10069;ITAU;136;193224,59
202402;1;MS;52058;NUBANK;1022;1185470,37
202402;1;MS;30379;SANTANDER;89;84022,93
202402;1;MS;51011;VOTORANTIM;4;4272,25
202402;1;MT;51750;BANCO SICOOB;13;21128,60
202402;1;MT;49906;BB;214;355678,54
202402;1;MT;30290;BMG;26;39618,14
202402;1;MT;10045;BRADESCO;96;114833,06
202402;1;MT;31976;BRB;19;26046,56
202402;1;MT;49944;BTG PACTUAL;976;1553627,17
202402;1;MT;52072;C6 BANK;32;48027,48
202402;1;MT;51626;CAIXA ECONÔMICA FEDERAL;2;689,25
202402;1;MT;2015588;CCLA DO CENTRO SUL RONDONIENSE;2;4688,45
202402;1;MT;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;4;5681,93
202402;1;MT;51884;INTER;266;369836,28
202402;1;MT;10069;ITAU;122;168858,55
202402;1;MT;52058;NUBANK;913;1174542,37
202402;1;MT;30379;SANTANDER;75;114117,14
202402;1;MT;3632872;SICOOB CREDISUL;4;9167,39
202402;1;MT;51011;VOTORANTIM;9;20706,39
202402;1;PA;51750;BANCO SICOOB;6;12968,65
202402;1;PA;30173;BANRISUL;1;2577,34
202402;1;PA;49906;BB;317;328031,57
202402;1;PA;4913711;BCO DO EST. DO PA S.A.;13;43625,39
202402;1;PA;30290;BMG;28;32693,17
202402;1;PA;10045;BRADESCO;200;192496,77
202402;1;PA;31976;BRB;15;25865,44
202402;1;PA;49944;BTG PACTUAL;1684;2044282,01
202402;1;PA;52072;C6 BANK;66;95765,88
202402;1;PA;51626;CAIXA ECONÔMICA FEDERAL;7;1727,52
202402;1;PA;37079720;CCLA SICOOB CREDIJUSTRA;1;2318,81
202402;1;PA;51884;INTER;730;740014,01
202402;1;PA;10069;ITAU;433;429988,23
202402;1;PA;52058;NUBANK;1934;1737324,74
202402;1;PA;30379;SANTANDER;146;158870,78
202402;1;PA;51011;VOTORANTIM;9;14471,68
202402;1;PB;49906;BB;188;236852,17
202402;1;PB;30290;BMG;29;51641,99
202402;1;PB;10045;BRADESCO;166;163018,24
202402;1;PB;31976;BRB;86;93532,96
202402;1;PB;49944;BTG PACTUAL;1144;1491620,36
202402;1;PB;52072;C6 BANK;30;45189,15
202402;1;PB;51626;CAIXA ECONÔMICA FEDERAL;11;3965,69
202402;1;PB;51884;INTER;371;383763,28
202402;1;PB;10069;ITAU;190;209312,99
202402;1;PB;52058;NUBANK;1150;1175866,68
202402;1;PB;30379;SANTANDER;63;70349,68
202402;1;PB;51011;VOTORANTIM;3;3523,82
202402;1;PE;51750;BANCO SICOOB;2;682,91
202402;1;PE;30173;BANRISUL;1;2425,60
202402;1;PE;49906;BB;325;365316,66
202402;1;PE;30290;BMG;42;56283,97
202402;1;PE;10045;BRADESCO;327;339603,92
202402;1;PE;31976;BRB;22;25783,65
202402;1;PE;49944;BTG PACTUAL;2147;2603885,97
202402;1;PE;52072;C6 BANK;60;65895,38
202402;1;PE;51626;CAIXA ECONÔMICA FEDERAL;8;1901,99
202402;1;PE;51884;INTER;782;781786,27
202402;1;PE;10069;ITAU;507;521001,47
202402;1;PE;52058;NUBANK;2231;2113517,26
202402;1;PE;30379;SANTANDER;237;258364,12
202402;1;PE;51011;VOTORANTIM;5;6106,66
202402;1;PI;49906;BB;216;300305,00
202402;1;PI;30290;BMG;17;22209,95
202402;1;PI;10045;BRADESCO;65;62715,89
202402;1;PI;31976;BRB;22;36139,33
202402;1;PI;49944;BTG PACTUAL;766;966063,46
202402;1;PI;52072;C6 BANK;17;10899,84
202402;1;PI;51626;CAIXA ECONÔMICA FEDERAL;4;2021,42
202402;1;PI;51884;INTER;271;283193,85
202402;1;PI;10069;ITAU;132;143409,68
202402;1;PI;52058;NUBANK;882;943694,67
202402;1;PI;30379;SANTANDER;50;56611,84
202402;1;PI;51011;VOTORANTIM;4;3208,16
202402;1;PR;51750;BANCO SICOOB;15;22979,61
202402;1;PR;49906;BB;292;367283,30
202402;1;PR;30290;BMG;24;31646,85
202402;1;PR;10045;BRADESCO;249;293080,72
202402;1;PR;31976;BRB;22;31964,85
202402;1;PR;49944;BTG PACTUAL;2902;4134117,33
202402;1;PR;52072;C6 BANK;142;170201,93
202402;1;PR;51626;CAIXA ECONÔMICA FEDERAL;16;14231,40
202402;1;PR;2466552;CC SICOOB VALE SUL;2;2205,53
202402;1;PR;7026923;CCLA SICOOB ARENITO PARANÁ / SÃO PAULO;2;6083,41
202402;1;PR;51884;INTER;639;833331,79
202402;1;PR;10069;ITAU;884;1080153,45
202402;1;PR;52058;NUBANK;2754;3211853,92
202402;1;PR;30379;SANTANDER;226;284351,81
202402;1;PR;51011;VOTORANTIM;12;16374,91
202402;1;RJ;51750;BANCO SICOOB;9;9277,54
202402;1;RJ;30173;BANRISUL;6;8395,19
202402;1;RJ;49906;BB;506;581815,82
202402;1;RJ;30290;BMG;65;61011,28
202402;1;RJ;10045;BRADESCO;665;640954,42
202402;1;RJ;31976;BRB;166;162106,62
202402;1;RJ;49944;BTG PACTUAL;4940;6046179,37
202402;1;RJ;52072;C6 BANK;234;249771,39
202402;1;RJ;51626;CAIXA ECONÔMICA FEDERAL;13;8102,88
202402;1;RJ;51884;INTER;1557;1601821,90
202402;1;RJ;10069;ITAU;2423;2528795,27
202402;1;RJ;52058;NUBANK;5752;5382483,20
202402;1;RJ;30379;SANTANDER;718;827195,97
202402;1;RJ;51011;VOTORANTIM;9;11410,55
202402;1;RN;51750;BANCO SICOOB;2;819,40
202402;1;RN;30173;BANRISUL;1;433,39
202402;1;RN;49906;BB;207;263375,95
202402;1;RN;30290;BMG;37;91367,93
202402;1;RN;10045;BRADESCO;90;83841,22
202402;1;RN;31976;BRB;13;13903,67
202402;1;RN;49944;BTG PACTUAL;973;1208492,28
202402;1;RN;52072;C6 BANK;24;17969,00
